02:00:30.80 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.06 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.07 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:01:15.07 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:01:47.44 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:01:47.45 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:02:03.78 | SUCCESS | utils.starter:stats:97 | Сохранена статистика в statistics/statistics_2024-09-12-02-02-03.csv
02:02:24.56 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:02:24.56 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:02:24.56 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:02:56.93 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:02:56.93 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:03:06.95 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Ежедневные награды» и получено 500 очков
02:18:34.95 | WARNING | utils.starter:start:54 | Thread 7 | 8.session | Lost and chose a prediction MOON! Reward: 0; Balance: 55770
02:18:35.06 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:18:35.27 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:18:35.37 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:18:35.53 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:18:35.81 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:18:36.18 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:18:36.91 | WARNING | utils.starter:start:54 | Thread 3 | 3.session | Lost and chose a prediction MOON! Reward: 0; Balance: 56130
02:18:38.09 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 171.4 секунд!
02:18:38.18 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:18:38.26 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 111.3 секунд!
02:18:38.66 | SUCCESS | utils.starter:start:54 | Thread 1 | 10.session | Won and chose a prediction DOOM! Reward: 10; Balance: 55900
02:18:39.12 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 134.0 секунд!
02:18:39.15 | SUCCESS | utils.starter:start:54 | Thread 6 | 7.session | Won and chose a prediction DOOM! Reward: 10; Balance: 55850
02:18:41.61 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 136.4 секунд!
02:18:41.67 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 150.8 секунд!
02:18:41.92 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 155.0 секунд!
02:18:42.21 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 162.6 секунд!
02:18:43.55 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 130.6 секунд!
02:18:45.82 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Lost and chose a prediction DOOM! Reward: 0; Balance: 55900
02:18:46.27 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 109.5 секунд!
02:18:53.02 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 148.8 секунд!
02:20:30.75 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:20:33.82 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:20:36.66 | SUCCESS | utils.starter:start:54 | Thread 0 | 1.session | Won and chose a prediction MOON! Reward: 10; Balance: 55890
02:20:37.03 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:20:40.13 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:20:43.58 | SUCCESS | utils.starter:start:54 | Thread 6 | 7.session | Won and chose a prediction MOON! Reward: 10; Balance: 55860
02:20:44.80 | SUCCESS | utils.starter:start:54 | Thread 0 | 1.session | Won and chose a prediction MOON! Reward: 20; Balance: 55910
02:20:51.16 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 127.0 секунд!
02:20:51.42 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 165.3 секунд!
02:20:54.63 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:20:55.24 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:20:57.62 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:20:58.51 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:20:59.30 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:01.18 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Won and chose a prediction MOON! Reward: 10; Balance: 55730
02:21:01.90 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Won and chose a prediction MOON! Reward: 10; Balance: 56140
02:21:02.38 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:05.71 | SUCCESS | utils.starter:start:54 | Thread 5 | 5.session | Won and chose a prediction MOON! Reward: 10; Balance: 55870
02:21:06.91 | WARNING | utils.starter:start:54 | Thread 8 | 9.session | Lost and chose a prediction DOOM! Reward: 0; Balance: 55730
02:21:09.06 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 178.7 секунд!
02:21:13.55 | WARNING | utils.starter:start:54 | Thread 5 | 5.session | Lost and chose a prediction DOOM! Reward: 0; Balance: 55870
02:21:13.58 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 144.9 секунд!
02:21:13.85 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:16.44 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:19.73 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 123.1 секунд!
02:21:19.81 | SUCCESS | utils.starter:start:54 | Thread 4 | 4.session | Won and chose a prediction MOON! Reward: 10; Balance: 55960
02:21:20.43 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:23.13 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:23.14 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:26.14 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:26.22 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:26.35 | SUCCESS | utils.starter:start:54 | Thread 7 | 8.session | Won and chose a prediction MOON! Reward: 10; Balance: 55780
02:21:27.00 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 159.8 секунд!
02:21:28.60 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:29.29 | SUCCESS | utils.starter:start:54 | Thread 1 | 10.session | Won and chose a prediction DOOM! Reward: 10; Balance: 55910
02:21:30.83 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:31.16 | SUCCESS | utils.starter:start:54 | Thread 9 | main.session | Won and chose a prediction DOOM! Reward: 60; Balance: 71549
02:21:33.96 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:21:34.62 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 110.2 секунд!
02:21:34.87 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 150.8 секунд!
02:21:37.09 | WARNING | utils.starter:start:54 | Thread 2 | 2.session | Lost and chose a prediction DOOM! Reward: 0; Balance: 56030
02:21:38.47 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 139.2 секунд!
02:21:50.04 | INFO | utils.core.telegram:pars_sessions:56 | Найдено сессий: 11.
02:21:50.04 | SUCCESS | utils.core.telegram:get_accounts:106 | Найдено доступных аккаунтов: 11.
02:21:50.04 | INFO | utils.core.telegram:check_valid_accounts:85 | Проверка аккаунтов на валидность...
02:21:55.34 | INFO | utils.core.telegram:pars_sessions:56 | Найдено сессий: 11.
02:21:55.35 | SUCCESS | utils.core.telegram:get_accounts:106 | Найдено доступных аккаунтов: 11.
02:21:55.35 | INFO | utils.core.telegram:check_valid_accounts:85 | Проверка аккаунтов на валидность...
02:22:27.70 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Валидные аккаунты: 10; Invalid: 1
02:22:27.70 | INFO | utils.core.telegram:get_accounts:112 | Сохранено  1 невалидных аккаунтов в sessions/invalid_accounts.txt
02:22:36.98 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:38.28 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:39.69 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:39.81 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:41.01 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:41.52 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:42.34 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:42.41 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:42.98 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:42.99 | WARNING | utils.starter:start:54 | Thread 0 | 1.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55910
02:22:43.50 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:43.78 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:44.22 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:44.34 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:44.50 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 116.2 секунд!
02:22:44.78 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:45.15 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:45.24 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:45.83 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 139.4 секунд!
02:22:46.21 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:46.75 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:47.00 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:47.60 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:22:47.79 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 147.1 секунд!
02:22:48.13 | WARNING | utils.starter:start:54 | Thread 6 | 7.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55860
02:22:48.14 | SUCCESS | utils.starter:start:54 | Thread 5 | 5.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55880
02:22:49.34 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55740
02:22:49.83 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 140.5 секунд!
02:22:49.87 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 175.3 секунд!
02:22:50.10 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 126.0 секунд!
02:22:50.36 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56150
02:22:54.01 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 107.8 секунд!
02:22:54.89 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 176.9 секунд!
02:22:55.76 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 129.7 секунд!
02:22:55.94 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 125.4 секунд!
02:24:41.79 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:24:43.11 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:24:44.71 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:24:45.84 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:24:48.41 | SUCCESS | utils.starter:start:54 | Thread 1 | 10.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55920
02:24:49.39 | WARNING | utils.starter:start:54 | Thread 5 | 5.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55880
02:24:53.81 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55920
02:24:56.61 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 161.6 секунд!
02:24:58.69 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:00.96 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 109.1 секунд!
02:25:01.27 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:02.67 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:04.79 | WARNING | utils.starter:start:54 | Thread 7 | 8.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55780
02:25:05.73 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:06.40 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:06.73 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:08.53 | WARNING | utils.starter:start:54 | Thread 6 | 7.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55860
02:25:09.27 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:09.37 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:11.17 | WARNING | utils.starter:start:54 | Thread 7 | 8.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55780
02:25:11.42 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:12.48 | WARNING | utils.starter:start:54 | Thread 3 | 3.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 56150
02:25:12.77 | SUCCESS | utils.starter:start:54 | Thread 4 | 4.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55970
02:25:14.36 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:15.08 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 171.5 секунд!
02:25:15.89 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:17.04 | SUCCESS | utils.starter:start:54 | Thread 9 | main.session | Выиграл и выбрал прогноз DOOM! Награда: 60; Баланс: 71614
02:25:17.74 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 120.0 секунд!
02:25:18.79 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:20.10 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 112.1 секунд!
02:25:21.15 | SUCCESS | utils.starter:start:54 | Thread 4 | 4.session | Выиграл и выбрал прогноз DOOM! Награда: 20; Баланс: 55990
02:25:22.04 | SUCCESS | utils.starter:start:54 | Thread 2 | 2.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56040
02:25:23.11 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 144.5 секунд!
02:25:27.92 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 109.9 секунд!
02:25:28.39 | WARNING | utils.starter:start:54 | Thread 2 | 2.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56040
02:25:34.89 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 127.8 секунд!
02:25:46.24 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:49.11 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:52.47 | SUCCESS | utils.starter:start:54 | Thread 0 | 1.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55920
02:25:53.19 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:55.90 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:25:58.16 | WARNING | utils.starter:start:54 | Thread 0 | 1.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55920
02:25:58.89 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55750
02:26:04.83 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 101.7 секунд!
02:26:05.77 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Выиграл и выбрал прогноз MOON! Награда: 20; Баланс: 55770
02:26:13.12 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 133.1 секунд!
02:26:51.41 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:26:54.17 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:26:57.45 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55920
02:27:03.87 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 179.1 секунд!
02:27:13.49 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:16.04 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:19.02 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:19.24 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:19.35 | WARNING | utils.starter:start:54 | Thread 3 | 3.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56150
02:27:21.86 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:22.06 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:24.89 | SUCCESS | utils.starter:start:54 | Thread 7 | 8.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55790
02:27:25.19 | SUCCESS | utils.starter:start:54 | Thread 4 | 4.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 56000
02:27:25.36 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 106.4 секунд!
02:27:31.46 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 128.5 секунд!
02:27:31.90 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 137.6 секунд!
02:27:39.62 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:42.59 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:44.08 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:45.20 | SUCCESS | utils.starter:start:54 | Thread 5 | 5.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55890
02:27:46.72 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:48.16 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:48.86 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:49.43 | SUCCESS | utils.starter:start:54 | Thread 2 | 2.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56050
02:27:51.20 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:51.61 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 177.1 секунд!
02:27:52.11 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:27:54.36 | WARNING | utils.starter:start:54 | Thread 0 | 1.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55920
02:27:55.52 | SUCCESS | utils.starter:start:54 | Thread 9 | main.session | Выиграл и выбрал прогноз DOOM! Награда: 60; Баланс: 72495
02:27:57.10 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 162.6 секунд!
02:28:01.26 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 157.5 секунд!
02:28:02.63 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 135.2 секунд!
02:28:07.84 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:28:10.92 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:28:13.96 | WARNING | utils.starter:start:54 | Thread 6 | 7.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55860
02:28:19.41 | SUCCESS | utils.starter:start:54 | Thread 6 | 7.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55870
02:28:25.86 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 149.2 секунд!
02:28:27.34 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:28:30.09 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:28:32.74 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55780
02:28:39.91 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 136.2 секунд!
02:29:12.93 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:29:15.51 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:29:18.70 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56160
02:29:25.98 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 102.2 секунд!
02:29:41.04 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:29:43.64 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:29:46.96 | WARNING | utils.starter:start:54 | Thread 4 | 4.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 56000
02:29:50.66 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:29:52.80 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 143.3 секунд!
02:29:53.91 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:29:57.44 | SUCCESS | utils.starter:start:54 | Thread 7 | 8.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55800
02:30:04.06 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:05.50 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 136.9 секунд!
02:30:06.89 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:09.73 | SUCCESS | utils.starter:start:54 | Thread 1 | 10.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55930
02:30:15.91 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55930
02:30:19.32 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:21.40 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 122.3 секунд!
02:30:22.41 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:25.28 | SUCCESS | utils.starter:start:54 | Thread 9 | main.session | Выиграл и выбрал прогноз MOON! Награда: 60; Баланс: 72560
02:30:33.36 | WARNING | utils.starter:start:54 | Thread 9 | main.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 72560
02:30:38.84 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 110.7 секунд!
02:30:39.93 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:30:40.82 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
